j0; j1; cos(j0); cos(j1); sin(j0); sin(j1); ee_x; ee_y; ee_qw; ee_qz
-1.183;  0.316;  0.378;  0.950; -0.926;  0.311;  0.109; -0.176;  0.908; -0.420
-1.012;  0.343;  0.530;  0.942; -0.848;  0.337;  0.139; -0.153;  0.945; -0.328
-0.789;  0.402;  0.705;  0.920; -0.710;  0.391;  0.172; -0.112;  0.981; -0.192
-0.519;  0.475;  0.868;  0.889; -0.496;  0.457;  0.197; -0.054;  1.000; -0.022
-0.204;  0.505;  0.979;  0.875; -0.203;  0.484;  0.203;  0.012;  0.989;  0.150
 0.171;  0.536;  0.985;  0.860;  0.170;  0.511;  0.182;  0.088;  0.938;  0.346
 0.611;  0.592;  0.819;  0.830;  0.574;  0.558;  0.121;  0.160;  0.824;  0.566
 1.113;  0.681;  0.442;  0.777;  0.897;  0.630;  0.020;  0.197;  0.624;  0.782
 1.645;  0.816; -0.075;  0.685;  0.997;  0.729; -0.093;  0.169;  0.333;  0.943
 2.145;  0.972; -0.543;  0.564;  0.840;  0.826; -0.164;  0.087;  0.013;  1.000
 2.626;  1.096; -0.870;  0.457;  0.493;  0.889; -0.179; -0.011; -0.286;  0.958
 3.078;  1.211; -0.998;  0.352;  0.064;  0.936; -0.145; -0.094; -0.543;  0.840
 3.267;  1.335; -0.992;  0.234; -0.125;  0.972; -0.110; -0.123; -0.671;  0.742
 3.237;  1.467; -0.995;  0.103; -0.095;  0.995; -0.100; -0.120; -0.704;  0.710
 3.162;  1.625; -1.000; -0.054; -0.020;  0.999; -0.092; -0.112; -0.733;  0.680
 3.043;  1.751; -0.995; -0.180;  0.098;  0.984; -0.090; -0.100; -0.736;  0.677
 2.874;  1.883; -0.964; -0.307;  0.265;  0.952; -0.092; -0.083; -0.723;  0.691
 2.685;  2.059; -0.897; -0.469;  0.441;  0.883; -0.086; -0.066; -0.718;  0.696
 2.532;  2.233; -0.820; -0.615;  0.572;  0.788; -0.076; -0.053; -0.726;  0.688
 2.381;  2.422; -0.725; -0.752;  0.689;  0.659; -0.062; -0.041; -0.739;  0.674
 2.223;  2.624; -0.607; -0.869;  0.795;  0.494; -0.046; -0.030; -0.753;  0.658
 2.116;  2.788; -0.519; -0.938;  0.855;  0.346; -0.031; -0.022; -0.772;  0.636
 2.015;  2.910; -0.430; -0.973;  0.903;  0.229; -0.020; -0.017; -0.778;  0.628
 1.927;  3.023; -0.348; -0.993;  0.937;  0.119; -0.011; -0.014; -0.779;  0.627
 1.843;  3.036; -0.269; -0.994;  0.963;  0.106; -0.009; -0.012; -0.764;  0.646
 1.764;  3.022; -0.192; -0.993;  0.981;  0.119; -0.011; -0.012; -0.733;  0.680
 1.695;  2.999; -0.124; -0.990;  0.992;  0.142; -0.014; -0.011; -0.701;  0.714
 1.634;  2.940; -0.064; -0.980;  0.998;  0.200; -0.022; -0.009; -0.657;  0.754
 1.626;  2.816; -0.055; -0.947;  0.998;  0.320; -0.035; -0.006; -0.605;  0.796
 1.673;  2.661; -0.102; -0.887;  0.995;  0.462; -0.051; -0.003; -0.562;  0.827
 1.751;  2.500; -0.179; -0.801;  0.984;  0.599; -0.067; -0.000; -0.527;  0.850
 1.797;  2.331; -0.224; -0.689;  0.975;  0.725; -0.083;  0.006; -0.473;  0.881
 1.802;  2.205; -0.229; -0.593;  0.973;  0.805; -0.094;  0.014; -0.419;  0.908
 1.802;  2.099; -0.229; -0.504;  0.973;  0.864; -0.103;  0.022; -0.371;  0.929
 1.815;  2.006; -0.241; -0.422;  0.970;  0.907; -0.110;  0.028; -0.333;  0.943
 1.835;  1.927; -0.262; -0.349;  0.965;  0.937; -0.116;  0.033; -0.305;  0.952
 1.866;  1.826; -0.291; -0.252;  0.957;  0.968; -0.123;  0.038; -0.272;  0.962
 1.898;  1.720; -0.321; -0.149;  0.947;  0.989; -0.130;  0.044; -0.236;  0.972
 1.922;  1.617; -0.344; -0.046;  0.939;  0.999; -0.136;  0.051; -0.197;  0.980
 1.985;  1.503; -0.402;  0.067;  0.916;  0.998; -0.144;  0.054; -0.172;  0.985
 2.115;  1.380; -0.517;  0.189;  0.856;  0.982; -0.155;  0.048; -0.176;  0.984
 2.272;  1.266; -0.645;  0.300;  0.764;  0.954; -0.166;  0.034; -0.197;  0.980
 2.406;  1.191; -0.741;  0.371;  0.671;  0.929; -0.173;  0.019; -0.225;  0.974
 2.520;  1.175; -0.813;  0.386;  0.583;  0.923; -0.175;  0.001; -0.273;  0.962
 2.620;  1.161; -0.867;  0.398;  0.499;  0.917; -0.175; -0.016; -0.314;  0.949
 2.689;  1.095; -0.899;  0.458;  0.437;  0.889; -0.178; -0.022; -0.316;  0.949
 2.780;  0.999; -0.935;  0.541;  0.353;  0.841; -0.182; -0.030; -0.314;  0.950
 2.893;  0.863; -0.969;  0.650;  0.246;  0.760; -0.187; -0.039; -0.303;  0.953
 3.000;  0.659; -0.990;  0.790;  0.141;  0.613; -0.195; -0.040; -0.256;  0.967
 3.093;  0.388; -0.999;  0.926;  0.049;  0.378; -0.204; -0.032; -0.169;  0.986
 3.161;  0.108; -1.000;  0.994; -0.020;  0.107; -0.209; -0.013; -0.057;  0.998
 3.165; -0.121; -1.000;  0.993; -0.023; -0.120; -0.209;  0.008;  0.049;  0.999
 3.116; -0.308; -1.000;  0.953;  0.026; -0.303; -0.204;  0.039;  0.166;  0.986
 3.063; -0.510; -0.997;  0.873;  0.078; -0.488; -0.191;  0.069;  0.290;  0.957
 3.037; -0.776; -0.995;  0.714;  0.104; -0.700; -0.170;  0.095;  0.426;  0.905
 3.051; -1.041; -0.996;  0.505;  0.091; -0.863; -0.146;  0.109;  0.536;  0.844
 3.103; -1.268; -0.999;  0.298;  0.038; -0.955; -0.129;  0.110;  0.608;  0.794
 3.162; -1.469; -1.000;  0.102; -0.021; -0.995; -0.112;  0.109;  0.667;  0.745
 3.166; -1.669; -1.000; -0.098; -0.025; -0.995; -0.092;  0.107;  0.732;  0.681
 3.157; -1.871; -1.000; -0.296; -0.015; -0.955; -0.069;  0.104;  0.800;  0.599
 3.127; -2.049; -1.000; -0.460;  0.015; -0.888; -0.048;  0.098;  0.858;  0.513
 3.107; -2.188; -0.999; -0.578;  0.035; -0.816; -0.033;  0.091;  0.896;  0.443
 3.085; -2.303; -0.998; -0.668;  0.056; -0.744; -0.022;  0.083;  0.924;  0.381
 3.072; -2.394; -0.998; -0.733;  0.069; -0.680; -0.014;  0.076;  0.943;  0.333
 3.134; -2.427; -1.000; -0.755;  0.007; -0.656; -0.016;  0.072;  0.938;  0.347
 3.177; -2.433; -0.999; -0.759; -0.036; -0.651; -0.019;  0.071;  0.931;  0.365
 3.154; -2.410; -1.000; -0.744; -0.013; -0.668; -0.019;  0.073;  0.931;  0.364
 3.075; -2.349; -0.998; -0.702;  0.067; -0.712; -0.017;  0.080;  0.935;  0.355
 2.949; -2.282; -0.981; -0.653;  0.192; -0.757; -0.012;  0.087;  0.945;  0.327
 2.846; -2.182; -0.957; -0.574;  0.291; -0.819; -0.009;  0.097;  0.945;  0.326
 2.745; -2.064; -0.923; -0.473;  0.386; -0.881; -0.007;  0.108;  0.942;  0.334
 2.577; -2.006; -0.845; -0.421;  0.535; -0.907;  0.008;  0.113;  0.959;  0.282
 2.343; -1.968; -0.697; -0.387;  0.717; -0.922;  0.033;  0.112;  0.983;  0.186
 2.048; -1.926; -0.459; -0.348;  0.888; -0.938;  0.063;  0.102;  0.998;  0.061
 1.695; -1.881; -0.124; -0.306;  0.992; -0.952;  0.096;  0.079;  0.996; -0.093
 1.276; -1.825;  0.290; -0.251;  0.957; -0.968;  0.123;  0.038;  0.963; -0.271
 0.806; -1.784;  0.692; -0.212;  0.722; -0.977;  0.131; -0.019;  0.883; -0.470
 0.360; -1.721;  0.936; -0.150;  0.352; -0.989;  0.116; -0.072;  0.777; -0.629
-0.013; -1.635;  1.000; -0.064; -0.013; -0.998;  0.091; -0.111;  0.679; -0.734
-0.366; -1.561;  0.934;  0.010; -0.358; -1.000;  0.055; -0.139;  0.571; -0.821
-0.728; -1.525;  0.747;  0.046; -0.665; -0.999;  0.005; -0.152;  0.430; -0.903
-1.095; -1.563;  0.458;  0.007; -0.889; -1.000; -0.052; -0.140;  0.239; -0.971
-1.481; -1.657;  0.089; -0.086; -0.996; -0.996; -0.101; -0.100;  0.002; -1.000
-1.906; -1.782; -0.329; -0.210; -0.944; -0.978; -0.127; -0.037; -0.270; -0.963
-2.378; -1.929; -0.722; -0.351; -0.692; -0.937; -0.116;  0.032; -0.550; -0.835
-2.878; -2.099; -0.965; -0.504; -0.261; -0.864; -0.068;  0.080; -0.794; -0.608
-3.280; -2.256; -0.990; -0.633;  0.138; -0.774; -0.017;  0.089; -0.934; -0.356
-3.294; -2.387; -0.988; -0.728;  0.152; -0.685; -0.008;  0.078; -0.956; -0.295
-3.235; -2.508; -0.996; -0.806;  0.093; -0.592; -0.005;  0.066; -0.964; -0.266
-3.179; -2.594; -0.999; -0.854;  0.038; -0.521; -0.004;  0.057; -0.968; -0.252
-3.114; -2.618; -1.000; -0.866; -0.027; -0.500; -0.006;  0.055; -0.962; -0.272
-3.072; -2.609; -0.998; -0.861; -0.069; -0.508; -0.009;  0.055; -0.955; -0.297
-3.050; -2.603; -0.996; -0.858; -0.091; -0.513; -0.011;  0.056; -0.951; -0.310
-3.019; -2.583; -0.993; -0.848; -0.122; -0.530; -0.014;  0.057; -0.943; -0.334
-2.994; -2.571; -0.989; -0.842; -0.147; -0.540; -0.016;  0.058; -0.936; -0.351
-2.996; -2.550; -0.989; -0.830; -0.145; -0.558; -0.018;  0.059; -0.933; -0.361
-3.035; -2.491; -0.994; -0.796; -0.107; -0.605; -0.019;  0.065; -0.929; -0.370
-3.091; -2.417; -0.999; -0.748; -0.051; -0.663; -0.021;  0.072; -0.926; -0.378
-3.154; -2.315; -1.000; -0.677;  0.012; -0.736; -0.026;  0.081; -0.916; -0.402
-3.162; -2.210; -1.000; -0.596;  0.020; -0.803; -0.033;  0.089; -0.898; -0.440
-3.155; -2.081; -1.000; -0.488;  0.013; -0.873; -0.045;  0.097; -0.866; -0.500
-3.149; -1.943; -1.000; -0.364;  0.007; -0.931; -0.059;  0.103; -0.828; -0.561
-3.136; -1.836; -1.000; -0.262; -0.006; -0.965; -0.072;  0.106; -0.793; -0.610
-3.080; -1.717; -0.998; -0.146; -0.062; -0.989; -0.090;  0.103; -0.736; -0.676
-2.965; -1.617; -0.985; -0.047; -0.175; -0.999; -0.113;  0.092; -0.660; -0.751
-2.829; -1.547; -0.952;  0.024; -0.308; -1.000; -0.131;  0.073; -0.579; -0.815
-2.684; -1.470; -0.897;  0.100; -0.441; -0.995; -0.148;  0.049; -0.485; -0.874
-2.499; -1.424; -0.800;  0.147; -0.600; -0.989; -0.158;  0.017; -0.380; -0.925
-2.249; -1.444; -0.627;  0.126; -0.779; -0.992; -0.156; -0.020; -0.272; -0.962
-1.955; -1.521; -0.375;  0.050; -0.927; -0.999; -0.141; -0.057; -0.166; -0.986
-1.618; -1.647; -0.047; -0.076; -0.999; -0.997; -0.114; -0.086; -0.062; -0.998
-1.243; -1.771;  0.322; -0.199; -0.947; -0.980; -0.077; -0.109;  0.063; -0.998
-0.906; -1.883;  0.617; -0.307; -0.787; -0.952; -0.042; -0.117;  0.175; -0.985
-0.575; -1.975;  0.839; -0.394; -0.544; -0.919; -0.007; -0.116;  0.292; -0.957
-0.184; -2.011;  0.983; -0.426; -0.183; -0.905;  0.034; -0.108;  0.456; -0.890
 0.235; -2.014;  0.973; -0.429;  0.233; -0.903;  0.074; -0.084;  0.630; -0.777
 0.656; -1.981;  0.793; -0.399;  0.610; -0.917;  0.106; -0.046;  0.788; -0.615
 1.071; -1.902;  0.479; -0.325;  0.878; -0.946;  0.122;  0.007;  0.915; -0.403
 1.506; -1.815;  0.064; -0.242;  0.998; -0.970;  0.111;  0.066;  0.988; -0.154
 1.922; -1.729; -0.344; -0.158;  0.939; -0.987;  0.074;  0.115;  0.995;  0.096
 2.302; -1.611; -0.667; -0.040;  0.745; -0.999;  0.018;  0.145;  0.941;  0.339
 2.671; -1.441; -0.891;  0.129;  0.454; -0.992; -0.052;  0.149;  0.817;  0.577
 3.015; -1.255; -0.992;  0.310;  0.126; -0.951; -0.120;  0.121;  0.637;  0.771
 3.257; -1.061; -0.993;  0.488; -0.115; -0.873; -0.165;  0.076;  0.450;  0.893
 3.251; -0.824; -0.994;  0.680; -0.109; -0.734; -0.183;  0.061;  0.348;  0.937
 3.176; -0.582; -0.999;  0.835; -0.034; -0.550; -0.194;  0.054;  0.271;  0.963
 3.052; -0.361; -0.996;  0.936;  0.090; -0.353; -0.199;  0.057;  0.223;  0.975
 2.906; -0.144; -0.972;  0.990;  0.233; -0.144; -0.199;  0.064;  0.189;  0.982
 2.732;  0.047; -0.917;  0.999;  0.398;  0.047; -0.195;  0.079;  0.180;  0.984
 2.504;  0.214; -0.804;  0.977;  0.595;  0.212; -0.181;  0.105;  0.210;  0.978
 2.221;  0.369; -0.605;  0.933;  0.796;  0.361; -0.154;  0.137;  0.272;  0.962
 1.889;  0.480; -0.313;  0.887;  0.950;  0.462; -0.110;  0.172;  0.377;  0.926
 1.555;  0.595;  0.015;  0.828;  1.000;  0.560; -0.059;  0.192;  0.476;  0.880
 1.215;  0.772;  0.349;  0.717;  0.937;  0.698; -0.010;  0.194;  0.546;  0.838
 0.854;  0.944;  0.657;  0.587;  0.754;  0.810;  0.041;  0.183;  0.623;  0.782
 0.487;  1.110;  0.884;  0.445;  0.468;  0.896;  0.085;  0.157;  0.698;  0.716
 0.131;  1.260;  0.991;  0.305;  0.131;  0.952;  0.119;  0.121;  0.768;  0.641
-0.236;  1.377;  0.972;  0.193; -0.234;  0.981;  0.143;  0.077;  0.842;  0.540
-0.607;  1.467;  0.822;  0.103; -0.570;  0.995;  0.154;  0.026;  0.909;  0.417
-0.947;  1.540;  0.584;  0.031; -0.812;  1.000;  0.150; -0.020;  0.956;  0.292
-1.293;  1.616;  0.274; -0.045; -0.962;  0.999;  0.132; -0.061;  0.987;  0.161
-1.609;  1.684; -0.038; -0.112; -0.999;  0.994;  0.106; -0.092;  0.999;  0.037
-1.857;  1.746; -0.282; -0.174; -0.959;  0.985;  0.081; -0.108;  0.998; -0.055
-2.082;  1.785; -0.489; -0.213; -0.872;  0.977;  0.056; -0.119;  0.989; -0.148
-2.339;  1.794; -0.695; -0.222; -0.719;  0.975;  0.025; -0.129;  0.963; -0.269
-2.646;  1.805; -0.880; -0.232; -0.476;  0.973; -0.015; -0.130;  0.913; -0.408
-2.971;  1.851; -0.985; -0.276; -0.170;  0.961; -0.051; -0.116;  0.847; -0.531
-3.245;  1.938; -0.995; -0.359;  0.103;  0.933; -0.066; -0.099;  0.807; -0.590
-3.258;  2.033; -0.993; -0.446;  0.116;  0.895; -0.062; -0.092;  0.817; -0.577
-3.212;  2.120; -0.998; -0.522;  0.070;  0.853; -0.049; -0.091;  0.855; -0.519
-3.175;  2.190; -0.999; -0.580;  0.033;  0.814; -0.039; -0.088;  0.881; -0.473
-3.154;  2.257; -1.000; -0.634;  0.013;  0.774; -0.031; -0.085;  0.901; -0.433
-3.138;  2.315; -1.000; -0.678; -0.004;  0.735; -0.025; -0.081;  0.917; -0.400
-3.128;  2.308; -1.000; -0.672; -0.014;  0.741; -0.025; -0.082;  0.917; -0.399
-3.151;  2.261; -1.000; -0.637;  0.010;  0.771; -0.030; -0.085;  0.905; -0.426
-3.154;  2.234; -1.000; -0.615;  0.013;  0.788; -0.033; -0.086;  0.896; -0.444
-3.150;  2.199; -1.000; -0.587;  0.009;  0.809; -0.036; -0.089;  0.889; -0.458
-3.146;  2.153; -1.000; -0.550;  0.005;  0.835; -0.040; -0.092;  0.879; -0.476
-3.144;  2.160; -1.000; -0.555;  0.003;  0.832; -0.039; -0.091;  0.881; -0.473
-3.143;  2.189; -1.000; -0.580;  0.002;  0.815; -0.036; -0.090;  0.888; -0.459
-3.104;  2.197; -0.999; -0.586; -0.037;  0.810; -0.032; -0.090;  0.899; -0.438
-3.058;  2.164; -0.997; -0.559; -0.084;  0.829; -0.031; -0.094;  0.902; -0.432
-3.072;  2.087; -0.998; -0.494; -0.070;  0.870; -0.039; -0.099;  0.881; -0.472
-3.076;  2.033; -0.998; -0.446; -0.065;  0.895; -0.044; -0.102;  0.867; -0.498
-3.017;  2.033; -0.992; -0.446; -0.124;  0.895; -0.038; -0.104;  0.881; -0.472
-2.917;  2.078; -0.975; -0.485; -0.223;  0.874; -0.024; -0.104;  0.913; -0.407
-2.828;  2.127; -0.951; -0.528; -0.308;  0.849; -0.011; -0.102;  0.939; -0.343
-2.793;  2.123; -0.940; -0.524; -0.341;  0.851; -0.008; -0.102;  0.944; -0.329
-2.800;  2.125; -0.942; -0.527; -0.335;  0.850; -0.008; -0.102;  0.944; -0.331
-2.834;  2.170; -0.953; -0.564; -0.302;  0.826; -0.009; -0.098;  0.945; -0.326
-2.911;  2.253; -0.973; -0.631; -0.229;  0.776; -0.010; -0.090;  0.946; -0.323
-2.990;  2.363; -0.989; -0.712; -0.151;  0.702; -0.010; -0.080;  0.951; -0.308
-3.025;  2.490; -0.993; -0.795; -0.117;  0.606; -0.005; -0.068;  0.965; -0.264
-3.055;  2.682; -0.996; -0.896; -0.086;  0.444;  0.003; -0.049;  0.983; -0.186
-3.120;  2.876; -1.000; -0.965; -0.022;  0.263;  0.007; -0.029;  0.993; -0.122
-3.161;  3.002; -1.000; -0.990;  0.020;  0.139;  0.009; -0.015;  0.997; -0.080
-3.156;  3.029; -1.000; -0.994;  0.015;  0.112;  0.009; -0.012;  0.998; -0.064
-3.147;  2.988; -1.000; -0.988;  0.005;  0.153;  0.009; -0.017;  0.997; -0.079
-3.127;  2.903; -1.000; -0.972; -0.015;  0.236;  0.007; -0.026;  0.994; -0.112
-3.119;  2.836; -1.000; -0.954; -0.022;  0.301;  0.006; -0.033;  0.990; -0.141
-3.151;  2.824; -1.000; -0.950;  0.009;  0.312;  0.005; -0.034;  0.987; -0.158
-3.155;  2.865; -1.000; -0.962;  0.013;  0.273;  0.005; -0.030;  0.989; -0.145
-3.151;  2.915; -1.000; -0.974;  0.009;  0.225;  0.007; -0.025;  0.993; -0.118
-3.147;  2.955; -1.000; -0.983;  0.006;  0.185;  0.008; -0.020;  0.995; -0.096
-3.137;  2.972; -1.000; -0.986; -0.005;  0.169;  0.009; -0.019;  0.997; -0.082
-3.146;  2.985; -1.000; -0.988;  0.005;  0.156;  0.008; -0.017;  0.997; -0.083
-3.142;  3.011; -1.000; -0.991;  0.000;  0.131;  0.009; -0.014;  0.998; -0.065
-3.081;  3.010; -0.998; -0.991; -0.061;  0.131;  0.010; -0.014;  0.999; -0.035
-2.992;  2.973; -0.989; -0.986; -0.149;  0.168;  0.011; -0.017;  1.000; -0.009
-2.919;  2.892; -0.975; -0.969; -0.221;  0.247;  0.012; -0.025;  1.000; -0.013
-2.868;  2.808; -0.963; -0.945; -0.270;  0.327;  0.014; -0.034;  1.000; -0.030
-2.819;  2.697; -0.949; -0.903; -0.317;  0.430;  0.014; -0.045;  0.998; -0.061
-2.781;  2.566; -0.936; -0.839; -0.353;  0.544;  0.014; -0.059;  0.994; -0.107
-2.781;  2.443; -0.936; -0.765; -0.352;  0.643;  0.010; -0.072;  0.986; -0.169
-2.798;  2.350; -0.942; -0.703; -0.337;  0.712;  0.005; -0.081;  0.975; -0.222
-2.794;  2.261; -0.940; -0.637; -0.341;  0.771;  0.001; -0.090;  0.965; -0.263
-2.760;  2.127; -0.928; -0.528; -0.372;  0.849; -0.004; -0.102;  0.950; -0.311
-2.728;  1.997; -0.916; -0.414; -0.402;  0.910; -0.010; -0.114;  0.934; -0.357
-2.735;  1.916; -0.918; -0.339; -0.396;  0.941; -0.017; -0.120;  0.917; -0.398
-2.761;  1.846; -0.929; -0.271; -0.371;  0.962; -0.026; -0.124;  0.897; -0.442
-2.747;  1.738; -0.923; -0.166; -0.384;  0.986; -0.034; -0.132;  0.875; -0.484
-2.736;  1.647; -0.919; -0.077; -0.395;  0.997; -0.041; -0.137;  0.856; -0.518
-2.771;  1.604; -0.932; -0.033; -0.362;  0.999; -0.050; -0.137;  0.834; -0.551
-2.788;  1.547; -0.938;  0.024; -0.347;  1.000; -0.058; -0.139;  0.814; -0.581
-2.766;  1.433; -0.930;  0.138; -0.367;  0.990; -0.067; -0.144;  0.786; -0.618
-2.763;  1.301; -0.929;  0.266; -0.370;  0.964; -0.081; -0.146;  0.745; -0.667
-2.783;  1.208; -0.936;  0.355; -0.351;  0.935; -0.094; -0.145;  0.706; -0.709
-2.780;  1.163; -0.935;  0.397; -0.354;  0.918; -0.099; -0.145;  0.690; -0.723
-2.779;  1.145; -0.935;  0.413; -0.354;  0.911; -0.101; -0.145;  0.684; -0.729
-2.824;  1.113; -0.950;  0.442; -0.312;  0.897; -0.110; -0.140;  0.656; -0.755
-2.872;  1.050; -0.964;  0.497; -0.266;  0.867; -0.124; -0.133;  0.613; -0.790
-2.928;  0.989; -0.977;  0.549; -0.212;  0.836; -0.137; -0.124;  0.566; -0.825
-2.978;  0.950; -0.987;  0.581; -0.163;  0.814; -0.147; -0.115;  0.529; -0.849
-2.985;  0.952; -0.988;  0.580; -0.156;  0.814; -0.148; -0.114;  0.526; -0.850
-2.955;  0.955; -0.983;  0.578; -0.186;  0.816; -0.144; -0.119;  0.540; -0.841
-2.929;  0.955; -0.977;  0.577; -0.211;  0.817; -0.141; -0.122;  0.551; -0.834
-2.956;  1.020; -0.983;  0.524; -0.184;  0.852; -0.138; -0.121;  0.567; -0.824
-2.974;  1.146; -0.986;  0.412; -0.167;  0.911; -0.127; -0.123;  0.611; -0.792
-2.937;  1.317; -0.979;  0.252; -0.203;  0.968; -0.103; -0.130;  0.689; -0.725
-2.848;  1.485; -0.957;  0.086; -0.290;  0.996; -0.073; -0.137;  0.777; -0.630
-2.766;  1.598; -0.930; -0.027; -0.367;  1.000; -0.050; -0.138;  0.834; -0.551
-2.702;  1.681; -0.905; -0.110; -0.426;  0.994; -0.033; -0.136;  0.872; -0.489
-2.643;  1.795; -0.878; -0.222; -0.478;  0.975; -0.015; -0.130;  0.911; -0.412
-2.579;  1.933; -0.846; -0.354; -0.533;  0.935;  0.003; -0.120;  0.948; -0.317
-2.476;  2.034; -0.787; -0.447; -0.617;  0.895;  0.021; -0.109;  0.976; -0.219
-2.329;  2.070; -0.688; -0.479; -0.726;  0.878;  0.038; -0.101;  0.992; -0.129
-2.171;  2.067; -0.564; -0.476; -0.825;  0.879;  0.053; -0.094;  0.999; -0.052
-2.066;  2.053; -0.475; -0.464; -0.880;  0.886;  0.062; -0.089;  1.000; -0.006
-1.975;  2.058; -0.393; -0.468; -0.920;  0.883;  0.070; -0.083;  0.999;  0.042
-1.845;  2.074; -0.270; -0.482; -0.963;  0.876;  0.080; -0.071;  0.993;  0.114
-1.664;  2.039; -0.093; -0.451; -0.996;  0.892;  0.093; -0.059;  0.982;  0.186
-1.474;  1.958;  0.097; -0.378; -0.995;  0.926;  0.107; -0.048;  0.971;  0.240
-1.312;  1.836;  0.256; -0.262; -0.967;  0.965;  0.121; -0.042;  0.966;  0.259
-1.116;  1.701;  0.440; -0.130; -0.898;  0.992;  0.136; -0.029;  0.957;  0.289
-0.871;  1.565;  0.644;  0.006; -0.765;  1.000;  0.149; -0.006;  0.940;  0.340
-0.609;  1.411;  0.820;  0.159; -0.572;  0.987;  0.158;  0.022;  0.921;  0.390
-0.368;  1.279;  0.933;  0.287; -0.359;  0.958;  0.161;  0.051;  0.898;  0.440
-0.167;  1.131;  0.986;  0.426; -0.166;  0.905;  0.161;  0.074;  0.886;  0.464
 0.047;  0.972;  0.999;  0.564;  0.047;  0.826;  0.158;  0.098;  0.873;  0.487
 0.266;  0.800;  0.965;  0.697;  0.263;  0.718;  0.150;  0.123;  0.861;  0.508
 0.469;  0.611;  0.892;  0.819;  0.452;  0.574;  0.141;  0.142;  0.858;  0.514
 0.711;  0.399;  0.758;  0.922;  0.652;  0.388;  0.125;  0.164;  0.850;  0.527
 0.962;  0.149;  0.572;  0.989;  0.820;  0.148;  0.106;  0.181;  0.850;  0.527
 1.167; -0.079;  0.393;  0.997;  0.920; -0.079;  0.090;  0.189;  0.855;  0.518
 1.376; -0.319;  0.194;  0.950;  0.981; -0.313;  0.073;  0.194;  0.864;  0.504
 1.627; -0.615; -0.057;  0.817;  0.998; -0.577;  0.053;  0.193;  0.875;  0.485
 1.911; -0.936; -0.333;  0.593;  0.943; -0.805;  0.028;  0.185;  0.884;  0.468
 2.183; -1.238; -0.575;  0.327;  0.818; -0.945;  0.007;  0.171;  0.890;  0.455
 2.465; -1.500; -0.779;  0.071;  0.626; -0.997; -0.015;  0.153;  0.886;  0.464
 2.801; -1.773; -0.942; -0.201;  0.334; -0.980; -0.037;  0.128;  0.871;  0.492
 3.124; -2.075; -1.000; -0.483;  0.018; -0.876; -0.045;  0.097;  0.866;  0.501